,ChEMBL_ID,smiles,pIC50,unwantedID
30,CHEMBL3360606,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn4ccnc4[N+](=O)[O-],9.494850021680094,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
31,CHEMBL91980,Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,9.455931955649724,"['Aniline', 'Iodine']"
32,CHEMBL163369,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.455931955649724,['Aliphatic-long-chain']
33,CHEMBL3895468,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC45COCC4C5,9.431798275933003,['Michael-acceptor']
34,CHEMBL2029434,COc1cc(ccc1Nc2ncc3CN(C(C)C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5,9.42021640338319,['Michael-acceptor']
35,CHEMBL51741,Brc1ccc2CCN(c2c1)c3ncnc4ccc(NC(=O)C=C)cc34,9.397940008672037,['Michael-acceptor']
36,CHEMBL4112924,CO[C@@H]1COC2[C@@H](COC12)Oc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc3NC(=O)\C=C\CN(C)C,9.397940008672037,['Michael-acceptor']
37,CHEMBL2029429,COc1cc(Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)ccc1N5CCN(C)CC5,9.387216143280265,['Michael-acceptor']
38,CHEMBL31815,Cc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,9.3767507096021,['Michael-acceptor']
39,CHEMBL2029428,CN1CCN(CC1)c2ccc(Nc3ncc4CN(C)C(=O)N(c5cccc(NC(=O)C=C)c5)c4n3)cc2,9.366531544420411,['Michael-acceptor']
40,CHEMBL443523,Brc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,9.346787486224656,['Michael-acceptor']
41,CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1,9.346787486224656,['Michael-acceptor']
42,CHEMBL3355875,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn4ccnc4[N+](=O)[O-],9.327902142064282,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
43,CHEMBL539822,Cl.Nc1ccc2c(c1)sc3c(Nc4cccc(Br)c4)ncnc23,9.327902142064282,['Aniline']
44,CHEMBL3360609,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCn4ccnc4[N+](=O)[O-],9.327902142064282,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
45,CHEMBL54088,Cc1cccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)c1,9.318758762624412,['Michael-acceptor']
46,CHEMBL3360617,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn4ccnc4[N+](=O)[O-],9.309803919971486,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
47,CHEMBL2021576,OC(=O)[C@H]1O[C@@H]1C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,9.309803919971486,['Three-membered-heterocycle']
48,CHEMBL3355881,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCn4ccnc4[N+](=O)[O-],9.309803919971486,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
49,CHEMBL203599,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,9.30102999566398,['Triple-bond']
50,CHEMBL2021575,OC(=O)[C@@H]1O[C@H]1C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,9.30102999566398,['Three-membered-heterocycle']
51,CHEMBL3355882,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCn4ccnc4[N+](=O)[O-],9.30102999566398,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
52,CHEMBL4071474,CN1CCN(CC1)c2ccc(Nc3ncc4CN(C(=O)N([C@H]5CCN(C5)C(=O)C=C)c4n3)c6ccccc6Cl)cc2C,9.30102999566398,['Michael-acceptor']
53,CHEMBL3901296,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]45COC[C@@H]4C5,9.292429823902065,['Michael-acceptor']
54,CHEMBL126791,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,9.292429823902065,['Aliphatic-long-chain']
55,CHEMBL3357643,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C\CN4CCOCC4)\F,9.275724130399214,['Michael-acceptor']
56,CHEMBL49986,Brc1cccc(Nc2ncnc3cc(NC(=O)C=C)ncc23)c1,9.267606240177033,['Michael-acceptor']
57,CHEMBL3360611,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCOCCn4ccnc4[N+](=O)[O-],9.267606240177033,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
58,CHEMBL3355880,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCn4ccnc4[N+](=O)[O-],9.251811972993801,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
59,CHEMBL3360610,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCCn4ccnc4[N+](=O)[O-],9.244125144327509,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
60,CHEMBL2029435,COc1cc(ccc1Nc2ncc3CN(C4CC4)C(=O)N(c5cccc(NC(=O)C=C)c5)c3n2)N6CCN(C)CC6,9.236572006437065,['Michael-acceptor']
61,CHEMBL378144,Brc1cccc(Nc2ncnc3cnc(NC(=O)C#C)cc23)c1,9.221848749616356,['Triple-bond']
62,CHEMBL1204262,Cl.CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC,9.193820026016114,['Iodine']
63,CHEMBL3360607,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCn4ccnc4[N+](=O)[O-],9.187086643357144,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
64,CHEMBL3920583,ONC(=O)CCCCCn1cc(nn1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,9.187086643357144,"['Aliphatic-long-chain', 'Hydroxamic-acid', 'Oxygen-nitrogen-single-bond']"
65,CHEMBL3355878,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn4ccnc4[N+](=O)[O-],9.18045606445813,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
66,CHEMBL3357636,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C/CN4CCCCC4)\F,9.173925197299171,['Michael-acceptor']
67,CHEMBL3957055,ONC(=O)CCCCCCn1cc(nn1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,9.161150909262744,"['Aliphatic-long-chain', 'Hydroxamic-acid', 'Oxygen-nitrogen-single-bond']"
68,CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.161150909262744,['Aniline']
69,CHEMBL280757,Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1Br,9.161150909262744,['Michael-acceptor']
70,CHEMBL3909201,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1OC4CN(C4)C(=O)C=C,9.154901959985743,"['Halogenated-ring', 'Michael-acceptor']"
71,CHEMBL54091,Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Br,9.142667503568733,['Michael-acceptor']
72,CHEMBL339416,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,9.130768280269024,"['Aliphatic-long-chain', 'Quaternary-nitrogen']"
73,CHEMBL28418,Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Cl,9.1249387366083,['Michael-acceptor']
74,CHEMBL31373,Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1Cl,9.1249387366083,['Michael-acceptor']
75,CHEMBL53555,Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Cl,9.113509274827518,['Michael-acceptor']
76,CHEMBL3360602,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn4ccnc4[N+](=O)[O-],9.113509274827518,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
77,CHEMBL53300,Nc1ccc2ncncc2c1,9.102372908709556,['Aniline']
78,CHEMBL1243345,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)CCF,9.096910013008056,['Michael-acceptor']
79,CHEMBL3360620,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCOCCn4ccnc4[N+](=O)[O-],9.086186147616283,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
80,CHEMBL96065,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,9.050609993355089,['Iodine']
81,CHEMBL3355874,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn4ccnc4[N+](=O)[O-],9.050609993355089,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
82,CHEMBL3622664,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNC4CC4,9.045757490560677,['Michael-acceptor']
83,CHEMBL3233785,Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CN4CC5CCC4C(=O)C5)cc23)cc1Cl,9.045757490560677,['Michael-acceptor']
84,CHEMBL3946096,CNC(=O)[C@H]1C[C@@H](CCN1C(=O)C=C)Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC,9.045757490560677,"['Halogenated-ring', 'Michael-acceptor']"
85,CHEMBL205059,Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCCCC4)cc23)cc1Cl,9.045757490560677,['Triple-bond']
86,CHEMBL53690,FC(F)(F)c1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,9.040958607678906,['Michael-acceptor']
87,CHEMBL189779,CN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,9.0268721464003,"['Iodine', 'Michael-acceptor']"
88,CHEMBL31816,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,9.022276394711152,['Michael-acceptor']
89,CHEMBL31570,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,9.013228265733757,"['Aliphatic-long-chain', 'Michael-acceptor']"
90,CHEMBL3655338,CC(C)(CN1CCOCC1)NC\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34,9.0,['Michael-acceptor']
91,CHEMBL3655340,CN1CCC[C@H]1\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34,9.0,['Michael-acceptor']
92,CHEMBL3655347,CC(C)N(C)C\C=C\C(=O)N1CCc2c(C1)oc3ncnc(Nc4ccc(F)c(Cl)c4)c23,9.0,['Michael-acceptor']
93,CHEMBL3655350,CC(C)C(C)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4cc(O)cc(Cl)c4)c23,9.0,['Michael-acceptor']
94,CHEMBL3655336,Fc1ccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)\C=C\CN5CCCOCC5)cc1Cl,9.0,['Michael-acceptor']
95,CHEMBL153573,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,9.0,['Aniline']
96,CHEMBL3655342,CN(C)C(=O)N1CCN(C\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34)CC1,9.0,['Michael-acceptor']
97,CHEMBL3357640,F\C(=C\CN1CCOCC1)\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5,9.0,['Michael-acceptor']
98,CHEMBL3655341,COCCN(CCOC)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4ccc(F)c(Cl)c4)c23,9.0,['Michael-acceptor']
99,CHEMBL3741490,COCCOc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCO,9.0,"['Aliphatic-long-chain', 'Triple-bond']"
100,CHEMBL165574,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,9.0,['Aliphatic-long-chain']
101,CHEMBL1204305,Cl.COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,8.978810700930062,['Iodine']
102,CHEMBL3355879,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCn4ccnc4[N+](=O)[O-],8.96657624451305,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
103,CHEMBL3663925,CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(C)c2)nc1C5CCN(CC5)C(=O)C=C,8.958607314841776,['Michael-acceptor']
104,CHEMBL437890,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,8.958607314841776,['Triple-bond']
105,CHEMBL264382,Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5c(ccn5Cc6ccccc6)c4)c23)C(=O)NCCN7CCOCC7,8.958607314841776,['Michael-acceptor']
106,CHEMBL296168,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)c1,8.958607314841776,['Michael-acceptor']
107,CHEMBL3970231,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C,8.958607314841776,"['Halogenated-ring', 'Michael-acceptor']"
108,CHEMBL3663926,CN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)cnc3C(=O)N)cc2,8.958607314841776,['Michael-acceptor']
109,CHEMBL3655337,Fc1ccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)\C=C\CN5C6CCC5CC6)cc1Cl,8.958607314841776,['Michael-acceptor']
110,CHEMBL2032376,COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5,8.935542010773082,['Michael-acceptor']
111,CHEMBL3663923,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4C,8.920818753952375,['Michael-acceptor']
112,CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1,8.920818753952375,['Michael-acceptor']
113,CHEMBL53665,Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Br,8.920818753952375,['Michael-acceptor']
114,CHEMBL3622639,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,8.920818753952375,"['Aliphatic-long-chain', 'Michael-acceptor']"
115,CHEMBL3622632,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CN(C)C,8.920818753952375,"['Aliphatic-long-chain', 'Michael-acceptor', 'Triple-bond']"
116,CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.920818753952375,['Aliphatic-long-chain']
117,CHEMBL166358,CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.920818753952375,['Aliphatic-long-chain']
118,CHEMBL3663936,CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(C)c2)nc1O[C@@H]5CCCN(C5)C(=O)C=C,8.920818753952375,['Michael-acceptor']
119,CHEMBL3622645,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]4CCOC4,8.920818753952375,"['Michael-acceptor', 'Triple-bond']"
120,CHEMBL3663927,CCc1nc(C(=O)N)c(Nc2ccc(OC)c(c2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4,8.920818753952375,['Michael-acceptor']
121,CHEMBL2437462,CN1CCN(CC1)c2ccc(Nc3ncc4N=CC(=O)N(c5cccc(NC(=O)C=C)c5)c4n3)cc2,8.917214629683551,['Michael-acceptor']
122,CHEMBL598007,Brc1cccc(Nc2ncnc3ccc(NC(=O)[C@@H]4O[C@H]4CN5CCCCC5)cc23)c1,8.906578314837763,['Three-membered-heterocycle']
123,CHEMBL3663930,CC(C)c1nc(C(=O)N)c(Nc2cnn(c2)C3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4,8.886056647693161,['Michael-acceptor']
124,CHEMBL203661,Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl,8.886056647693161,['Triple-bond']
125,CHEMBL3663933,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1C5CCN(CC5)C(=O)C=C,8.886056647693161,['Michael-acceptor']
126,CHEMBL3916927,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC4CN(C4)C(=O)C=C,8.886056647693161,['Michael-acceptor']
127,CHEMBL3663935,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1O[C@@H]5CCCN(C5)C(=O)C=C,8.886056647693161,['Michael-acceptor']
128,CHEMBL3663921,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4,8.886056647693161,['Michael-acceptor']
129,CHEMBL3545154,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C,8.886056647693161,"['Halogenated-ring', 'Michael-acceptor']"
130,CHEMBL128467,OS(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.853871964321762,['Sulfonic-acid']
131,CHEMBL3932784,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]4CCN([C@@H](C4)C(=O)NCCSC)C(=O)C=C,8.853871964321762,"['Aliphatic-long-chain', 'Halogenated-ring', 'Michael-acceptor']"
132,CHEMBL202411,OCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.853871964321762,['Triple-bond']
133,CHEMBL3663928,CCN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c(CC)nc3C(=O)N)cc2,8.853871964321762,['Michael-acceptor']
134,CHEMBL3929060,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]4CCN([C@@H](C4)C(=O)N)C(=O)C=C,8.853871964321762,"['Halogenated-ring', 'Michael-acceptor']"
135,CHEMBL1916891,CN(C)C\C=C\C(=O)N(C)c1cc2c(cc1F)nc(Nc3ccccc3C)c4cncn24,8.853871964321762,['Michael-acceptor']
136,CHEMBL3655344,CC(C)N(C)C\C=C\C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.853871964321762,['Michael-acceptor']
137,CHEMBL3663922,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)\C=C\CN(C)C)c4,8.853871964321762,['Michael-acceptor']
138,CHEMBL2031306,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.835647144215566,['Michael-acceptor']
139,CHEMBL2032380,COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCCN(C)CC5,8.832682665251824,['Michael-acceptor']
140,CHEMBL204638,Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Br,8.823908740944319,['Triple-bond']
141,CHEMBL27688,Cc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)c1,8.823908740944319,"['Aliphatic-long-chain', 'Michael-acceptor']"
142,CHEMBL3663937,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cc(NC(=O)C=C)ccc4F,8.823908740944319,['Michael-acceptor']
143,CHEMBL31656,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)nc23)cc1Cl,8.823908740944319,"['Aliphatic-long-chain', 'Michael-acceptor']"
144,CHEMBL3663924,CC(C)c1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4,8.823908740944319,['Michael-acceptor']
145,CHEMBL53637,Clc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,8.795880017344075,['Michael-acceptor']
146,CHEMBL297968,Cc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,8.795880017344075,['Michael-acceptor']
147,CHEMBL202360,Brc1cccc(Nc2ncnc3ccc(NC(=O)C#C)cc23)c1,8.795880017344075,['Triple-bond']
148,CHEMBL3898690,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC4CN(C4)C(=O)C=C,8.795880017344075,['Michael-acceptor']
149,CHEMBL516979,COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC,8.779891911959945,['Iodine']
150,CHEMBL173498,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,8.769551078621726,['Polycyclic-aromatic-hydrocarbon']
151,CHEMBL162981,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,8.769551078621726,['Aliphatic-long-chain']
152,CHEMBL32844,CN1CCN(CCCOc2cc3ncnc(Nc4cccc(Br)c4)c3cc2NC(=O)C=C)CC1,8.769551078621726,"['Aliphatic-long-chain', 'Michael-acceptor']"
